date,series_key,region,value
2024-09-30,fodder_price,ALL,18.272304420887703
2024-10-01,fodder_price,ALL,18.344034491393042
2024-10-02,fodder_price,ALL,18.370136000265127
2024-10-03,fodder_price,ALL,18.116464624395604
2024-10-04,fodder_price,ALL,18.424395161648686
2024-10-05,fodder_price,ALL,18.346933540611232
2024-10-06,fodder_price,ALL,18.14072664703118
2024-10-07,fodder_price,ALL,18.253710937134585
2024-10-08,fodder_price,ALL,18.247714782382282
2024-10-09,fodder_price,ALL,18.303523905518443
2024-10-10,fodder_price,ALL,18.313758710650387
2024-10-11,fodder_price,ALL,17.938452558251793
2024-10-12,fodder_price,ALL,17.787902058434042
2024-10-13,fodder_price,ALL,17.634076591218186
2024-10-14,fodder_price,ALL,17.806257517017904
2024-10-15,fodder_price,ALL,17.815646035344542
2024-10-16,fodder_price,ALL,17.907265668378518
2024-10-17,fodder_price,ALL,17.850139198025797
2024-10-18,fodder_price,ALL,17.949997192725988
2024-10-19,fodder_price,ALL,17.923186226606486
2024-10-20,fodder_price,ALL,17.884427915035868
2024-10-21,fodder_price,ALL,17.91852256125682
2024-10-22,fodder_price,ALL,17.936440270724702
2024-10-23,fodder_price,ALL,18.390856792066312
2024-10-24,fodder_price,ALL,18.2294558531244
2024-10-25,fodder_price,ALL,17.96144717573125
2024-10-26,fodder_price,ALL,18.019027132862888
2024-10-27,fodder_price,ALL,17.88741149941178
2024-10-28,fodder_price,ALL,17.503151244070587
2024-10-29,fodder_price,ALL,17.321853625054455
2024-10-30,fodder_price,ALL,17.733404105459957
2024-10-31,fodder_price,ALL,17.58090108328059
2024-11-01,fodder_price,ALL,17.272891951170784
2024-11-02,fodder_price,ALL,17.670698592312462
2024-11-03,fodder_price,ALL,17.479863216344377
2024-11-04,fodder_price,ALL,18.01317804248076
2024-11-05,fodder_price,ALL,17.9466296694093
2024-11-06,fodder_price,ALL,18.25886265201412
2024-11-07,fodder_price,ALL,18.209535386704257
2024-11-08,fodder_price,ALL,18.28360257237416
2024-11-09,fodder_price,ALL,18.25384238731379
2024-11-10,fodder_price,ALL,18.20589426565207
2024-11-11,fodder_price,ALL,18.243566960471757
2024-11-12,fodder_price,ALL,18.32357255532045
2024-11-13,fodder_price,ALL,18.345078383194362
2024-11-14,fodder_price,ALL,18.34774477809449
2024-11-15,fodder_price,ALL,18.210909436494887
2024-11-16,fodder_price,ALL,18.189179660050563
2024-11-17,fodder_price,ALL,18.468599949295097
2024-11-18,fodder_price,ALL,18.321877652564137
2024-11-19,fodder_price,ALL,18.362448488556325
2024-11-20,fodder_price,ALL,18.569605250341194
2024-11-21,fodder_price,ALL,18.64463895794486
2024-11-22,fodder_price,ALL,18.798685105466436
2024-11-23,fodder_price,ALL,18.582833880162504
2024-11-24,fodder_price,ALL,18.61864629934343
2024-11-25,fodder_price,ALL,18.55368255991192
2024-11-26,fodder_price,ALL,18.497252980636443
2024-11-27,fodder_price,ALL,18.752176476162482
2024-11-28,fodder_price,ALL,18.694499899027488
2024-11-29,fodder_price,ALL,18.733888819190618
2024-11-30,fodder_price,ALL,18.40300112196066
2024-12-01,fodder_price,ALL,18.705864138071
2024-12-02,fodder_price,ALL,18.847235897775256
2024-12-03,fodder_price,ALL,18.81925279757056
2024-12-04,fodder_price,ALL,18.74266563059509
2024-12-05,fodder_price,ALL,18.83269026154098
2024-12-06,fodder_price,ALL,19.027970596326142
2024-12-07,fodder_price,ALL,19.32131939910982
2024-12-08,fodder_price,ALL,19.443930882951097
2024-12-09,fodder_price,ALL,19.427030512146732
2024-12-10,fodder_price,ALL,19.576615010130872
2024-12-11,fodder_price,ALL,19.685905771563434
2024-12-12,fodder_price,ALL,19.664859209953562
2024-12-13,fodder_price,ALL,19.766718443726116
2024-12-14,fodder_price,ALL,19.86292351925655
2024-12-15,fodder_price,ALL,19.813613477749744
2024-12-16,fodder_price,ALL,19.68405083656882
2024-12-17,fodder_price,ALL,19.765125905799028
2024-12-18,fodder_price,ALL,19.547354261723775
2024-12-19,fodder_price,ALL,19.297426349600695
2024-12-20,fodder_price,ALL,19.327639527487904
2024-12-21,fodder_price,ALL,19.410663801938544
2024-12-22,fodder_price,ALL,19.43723653712522
2024-12-23,fodder_price,ALL,19.482992057749797
2024-12-24,fodder_price,ALL,19.081949326769948
2024-12-25,fodder_price,ALL,19.16667347833735
2024-12-26,fodder_price,ALL,19.409010837420237
2024-12-27,fodder_price,ALL,19.533215738123648
2024-12-28,fodder_price,ALL,19.649028887555094
2024-12-29,fodder_price,ALL,19.657966353428684
2024-12-30,fodder_price,ALL,19.67346880943082
2024-12-31,fodder_price,ALL,19.61344427079894
2025-01-01,fodder_price,ALL,19.650186280966594
2025-01-02,fodder_price,ALL,19.42664606059115
2025-01-03,fodder_price,ALL,19.664775137957943
2025-01-04,fodder_price,ALL,19.483474632086526
2025-01-05,fodder_price,ALL,19.605794473732153
2025-01-06,fodder_price,ALL,19.81289149053617
2025-01-07,fodder_price,ALL,19.92816127276566
2025-01-08,fodder_price,ALL,20.308575605372642
2025-01-09,fodder_price,ALL,19.90177008069322
2025-01-10,fodder_price,ALL,19.781348781507123
2025-01-11,fodder_price,ALL,19.981440929151876
2025-01-12,fodder_price,ALL,19.716515612029735
2025-01-13,fodder_price,ALL,19.539240767584563
2025-01-14,fodder_price,ALL,19.60280976393917
2025-01-15,fodder_price,ALL,19.31645570955976
2025-01-16,fodder_price,ALL,19.299910240738836
2025-01-17,fodder_price,ALL,19.35660147483305
2025-01-18,fodder_price,ALL,19.354352903106953
2025-01-19,fodder_price,ALL,19.368523892385525
2025-01-20,fodder_price,ALL,19.214312227221235
2025-01-21,fodder_price,ALL,19.225445680075065
2025-01-22,fodder_price,ALL,19.13006335547314
2025-01-23,fodder_price,ALL,19.199087481757786
2025-01-24,fodder_price,ALL,18.816354865332883
2025-01-25,fodder_price,ALL,18.533234396486517
2025-01-26,fodder_price,ALL,18.400482109328856
2025-01-27,fodder_price,ALL,18.341193335193417
2025-01-28,fodder_price,ALL,18.530428617897492
2025-01-29,fodder_price,ALL,18.50737521728884
2025-01-30,fodder_price,ALL,18.47957250818644
2025-01-31,fodder_price,ALL,18.48656385654085
2025-02-01,fodder_price,ALL,18.36984051601426
2025-02-02,fodder_price,ALL,18.20257961202192
2025-02-03,fodder_price,ALL,18.34317332326963
2025-02-04,fodder_price,ALL,18.087517184036372
2025-02-05,fodder_price,ALL,17.89846893130729
2025-02-06,fodder_price,ALL,17.876903955557353
2025-02-07,fodder_price,ALL,18.04645933492853
2025-02-08,fodder_price,ALL,17.94942810532272
2025-02-09,fodder_price,ALL,17.832668553412507
2025-02-10,fodder_price,ALL,17.8019512009757
2025-02-11,fodder_price,ALL,17.87105811066338
2025-02-12,fodder_price,ALL,17.811935441294523
2025-02-13,fodder_price,ALL,18.007796767451588
2025-02-14,fodder_price,ALL,18.208267472126483
2025-02-15,fodder_price,ALL,18.18049736724735
2025-02-16,fodder_price,ALL,18.52806968072514
2025-02-17,fodder_price,ALL,18.529996891434536
2025-02-18,fodder_price,ALL,18.713120181949794
2025-02-19,fodder_price,ALL,18.758810445382085
2025-02-20,fodder_price,ALL,18.800137714536802
2025-02-21,fodder_price,ALL,18.498012811450455
2025-02-22,fodder_price,ALL,18.286923414883315
2025-02-23,fodder_price,ALL,18.228410460988872
2025-02-24,fodder_price,ALL,18.422921058352408
2025-02-25,fodder_price,ALL,18.477050158626533
2025-02-26,fodder_price,ALL,18.416323664606786
2025-02-27,fodder_price,ALL,18.51944799237022
2025-02-28,fodder_price,ALL,18.700552308415002
2025-03-01,fodder_price,ALL,18.687682293471912
2025-03-02,fodder_price,ALL,18.71408300127502
2025-03-03,fodder_price,ALL,18.7162749733207
2025-03-04,fodder_price,ALL,18.691728498863604
2025-03-05,fodder_price,ALL,18.537587097475754
2025-03-06,fodder_price,ALL,18.3735586614728
2025-03-07,fodder_price,ALL,18.476334952142356
2025-03-08,fodder_price,ALL,18.66215991389977
2025-03-09,fodder_price,ALL,18.59739194358175
2025-03-10,fodder_price,ALL,18.529882954711763
2025-03-11,fodder_price,ALL,18.189632200458806
2025-03-12,fodder_price,ALL,17.82749339732731
2025-03-13,fodder_price,ALL,18.076438730747267
2025-03-14,fodder_price,ALL,17.94540351414106
2025-03-15,fodder_price,ALL,17.412880253046744
2025-03-16,fodder_price,ALL,17.860297350190343
2025-03-17,fodder_price,ALL,17.762368391697628
2025-03-18,fodder_price,ALL,17.486148520324676
2025-03-19,fodder_price,ALL,17.514331495061015
2025-03-20,fodder_price,ALL,17.66638996706401
2025-03-21,fodder_price,ALL,17.793360850982168
2025-03-22,fodder_price,ALL,17.959100407476424
2025-03-23,fodder_price,ALL,17.785291485789642
2025-03-24,fodder_price,ALL,18.03002683661149
2025-03-25,fodder_price,ALL,18.282114150451243
2025-03-26,fodder_price,ALL,18.538380071170945
2025-03-27,fodder_price,ALL,18.574093657945614
2025-03-28,fodder_price,ALL,18.49749309884675
2025-03-29,fodder_price,ALL,18.40680167942471
2025-03-30,fodder_price,ALL,18.11682901284372
2025-03-31,fodder_price,ALL,18.017513595415654
2025-04-01,fodder_price,ALL,17.586196468625253
2025-04-02,fodder_price,ALL,17.29090827203061
2025-04-03,fodder_price,ALL,17.349669968789605
2025-04-04,fodder_price,ALL,17.317068607003172
2025-04-05,fodder_price,ALL,17.3673371181747
2025-04-06,fodder_price,ALL,17.507223311173032
2025-04-07,fodder_price,ALL,17.586385673727673
2025-04-08,fodder_price,ALL,17.64801320039868
2025-04-09,fodder_price,ALL,17.639375985601255
2025-04-10,fodder_price,ALL,17.510953501424904
2025-04-11,fodder_price,ALL,17.29672950962821
2025-04-12,fodder_price,ALL,17.218316132277014
2025-04-13,fodder_price,ALL,17.2212273409341
2025-04-14,fodder_price,ALL,17.246008364654806
2025-04-15,fodder_price,ALL,17.4231214188853
2025-04-16,fodder_price,ALL,17.405922295171635
2025-04-17,fodder_price,ALL,17.516520875017566
2025-04-18,fodder_price,ALL,15.367337193435494
2025-04-19,fodder_price,ALL,15.454162260277524
2025-04-20,fodder_price,ALL,15.745592513074165
2025-04-21,fodder_price,ALL,15.745227542638148
2025-04-22,fodder_price,ALL,15.356537037941406
2025-04-23,fodder_price,ALL,15.356526091555194
2025-04-24,fodder_price,ALL,15.537986936597608
2025-04-25,fodder_price,ALL,15.375436548368382
2025-04-26,fodder_price,ALL,15.470308523696803
2025-04-27,fodder_price,ALL,15.300874976965684
2025-04-28,fodder_price,ALL,15.682691270572729
2025-04-29,fodder_price,ALL,15.652732969725704
2025-04-30,fodder_price,ALL,15.46908585309894
2025-05-01,fodder_price,ALL,15.425998221722988
2025-05-02,fodder_price,ALL,15.52097700685628
2025-05-03,fodder_price,ALL,15.6633313392413
2025-05-04,fodder_price,ALL,15.939465211505896
2025-05-05,fodder_price,ALL,15.866085156317375
2025-05-06,fodder_price,ALL,16.046090220011678
2025-05-07,fodder_price,ALL,15.78176089848218
2025-05-08,fodder_price,ALL,15.639950231211145
2025-05-09,fodder_price,ALL,15.430879028215092
2025-05-10,fodder_price,ALL,15.337073644875463
2025-05-11,fodder_price,ALL,15.518819796544786
2025-05-12,fodder_price,ALL,15.457927576363168
2025-05-13,fodder_price,ALL,14.039952365239207
2025-05-14,fodder_price,ALL,14.007613449791272
2025-05-15,fodder_price,ALL,13.991439758305797
2025-05-16,fodder_price,ALL,14.31688663830428
2025-05-17,fodder_price,ALL,13.956248445970886
2025-05-18,fodder_price,ALL,14.496002508520728
2025-05-19,fodder_price,ALL,14.21745161103868
2025-05-20,fodder_price,ALL,14.241582447846586
2025-05-21,fodder_price,ALL,14.116340951343721
2025-05-22,fodder_price,ALL,14.288425459868343
2025-05-23,fodder_price,ALL,14.488512362376056
2025-05-24,fodder_price,ALL,14.589694974967205
2025-05-25,fodder_price,ALL,14.632340496874509
2025-05-26,fodder_price,ALL,14.38817279794572
2025-05-27,fodder_price,ALL,14.3901258310835
2025-05-28,fodder_price,ALL,14.430972222376939
2025-05-29,fodder_price,ALL,14.303679452328637
2025-05-30,fodder_price,ALL,14.435097910764487
2025-05-31,fodder_price,ALL,14.538327253183846
2025-06-01,fodder_price,ALL,14.549278201348582
2025-06-02,fodder_price,ALL,14.61513132855567
2025-06-03,fodder_price,ALL,14.621207333025058
2025-06-04,fodder_price,ALL,14.381765787481763
2025-06-05,fodder_price,ALL,14.540902502126723
2025-06-06,fodder_price,ALL,14.148430470556487
2025-06-07,fodder_price,ALL,14.27448841709472
2025-06-08,fodder_price,ALL,14.111969210762343
2025-06-09,fodder_price,ALL,14.252612938607973
2025-06-10,fodder_price,ALL,14.396879241327406
2025-06-11,fodder_price,ALL,14.538728221928022
2025-06-12,fodder_price,ALL,14.754973313585603
2025-06-13,fodder_price,ALL,15.045184348855626
2025-06-14,fodder_price,ALL,15.0259073167486
2025-06-15,fodder_price,ALL,15.227733480225847
2025-06-16,fodder_price,ALL,15.200587521854455
2025-06-17,fodder_price,ALL,15.31310967171393
2025-06-18,fodder_price,ALL,15.53821713584483
2025-06-19,fodder_price,ALL,15.438645884682893
2025-06-20,fodder_price,ALL,15.072208884759728
2025-06-21,fodder_price,ALL,14.966036606212267
2025-06-22,fodder_price,ALL,15.227049734586869
2025-06-23,fodder_price,ALL,15.096962270246324
2025-06-24,fodder_price,ALL,15.343874276700841
2025-06-25,fodder_price,ALL,15.233093312060964
2025-06-26,fodder_price,ALL,15.2485549449882
2025-06-27,fodder_price,ALL,15.301127423565283
2025-06-28,fodder_price,ALL,13.847135396997201
2025-06-29,fodder_price,ALL,13.648766658440893
2025-06-30,fodder_price,ALL,13.672619896472838
2025-07-01,fodder_price,ALL,13.741855289897183
2025-07-02,fodder_price,ALL,13.416485371932293
2025-07-03,fodder_price,ALL,13.342036104952498
2025-07-04,fodder_price,ALL,13.486061039778923
2025-07-05,fodder_price,ALL,13.371110853540623
2025-07-06,fodder_price,ALL,13.544295105479897
2025-07-07,fodder_price,ALL,13.732182190765842
2025-07-08,fodder_price,ALL,14.376073749703007
2025-07-09,fodder_price,ALL,14.59381376545895
2025-07-10,fodder_price,ALL,14.257429150188418
2025-07-11,fodder_price,ALL,14.5460710839718
2025-07-12,fodder_price,ALL,12.60875775576132
2025-07-13,fodder_price,ALL,12.809516163624355
2025-07-14,fodder_price,ALL,12.752562328466594
2025-07-15,fodder_price,ALL,12.803643435197914
2025-07-16,fodder_price,ALL,13.276346583649348
2025-07-17,fodder_price,ALL,13.575308415016337
2025-07-18,fodder_price,ALL,13.81770572508952
2025-07-19,fodder_price,ALL,13.981009822944458
2025-07-20,fodder_price,ALL,14.175756432200599
2025-07-21,fodder_price,ALL,14.366884434563586
2025-07-22,fodder_price,ALL,14.11849674252376
2025-07-23,fodder_price,ALL,14.096012255080442
2025-07-24,fodder_price,ALL,14.476819001452983
2025-07-25,fodder_price,ALL,14.791942329477132
2025-07-26,fodder_price,ALL,15.099216004659068
2025-07-27,fodder_price,ALL,15.193735194407486
2025-07-28,fodder_price,ALL,15.321318925329127
2025-07-29,fodder_price,ALL,15.185180630915744
2025-07-30,fodder_price,ALL,15.565038028293465
2025-07-31,fodder_price,ALL,15.61579744676406
2025-08-01,fodder_price,ALL,15.671439725887534
2025-08-02,fodder_price,ALL,15.523174035839892
2025-08-03,fodder_price,ALL,15.438412868925642
2025-08-04,fodder_price,ALL,15.581664538165686
2025-08-05,fodder_price,ALL,15.30842389535612
2025-08-06,fodder_price,ALL,15.541481666910984
2025-08-07,fodder_price,ALL,15.775302665292108
2025-08-08,fodder_price,ALL,15.667688452951818
2025-08-09,fodder_price,ALL,15.776363566747845
2025-08-10,fodder_price,ALL,16.0525558955018
2025-08-11,fodder_price,ALL,16.067703619416154
2025-08-12,fodder_price,ALL,16.048910359565866
2025-08-13,fodder_price,ALL,16.051557168204457
2025-08-14,fodder_price,ALL,16.136045291534952
2025-08-15,fodder_price,ALL,16.060272490633686
2025-08-16,fodder_price,ALL,16.026708376397757
2025-08-17,fodder_price,ALL,16.115350932983183
2025-08-18,fodder_price,ALL,16.066420512027744
2025-08-19,fodder_price,ALL,15.895917789495018
2025-08-20,fodder_price,ALL,15.602867306121466
2025-08-21,fodder_price,ALL,15.656375070044923
2025-08-22,fodder_price,ALL,15.921801737851156
2025-08-23,fodder_price,ALL,16.034633800491683
2025-08-24,fodder_price,ALL,15.87094058680134
2025-08-25,fodder_price,ALL,15.778001229964161
2025-08-26,fodder_price,ALL,15.76371404446073
2025-08-27,fodder_price,ALL,16.13916936515927
2025-08-28,fodder_price,ALL,16.519296816387687
2025-08-29,fodder_price,ALL,16.864575264866126
2025-08-30,fodder_price,ALL,16.91087416825711
2025-08-31,fodder_price,ALL,17.504850347178124
2025-09-01,fodder_price,ALL,17.3874457248433
2025-09-02,fodder_price,ALL,17.334566953671253
2025-09-03,fodder_price,ALL,17.511423859378407
2025-09-04,fodder_price,ALL,17.571339046802965
2025-09-05,fodder_price,ALL,17.640497228655885
2025-09-06,fodder_price,ALL,17.299033236195793
2025-09-07,fodder_price,ALL,17.136289075902425
2025-09-08,fodder_price,ALL,17.143049270489815
2025-09-09,fodder_price,ALL,17.03535717545701
2025-09-10,fodder_price,ALL,16.813058502001105
2025-09-11,fodder_price,ALL,16.731519987673142
2025-09-12,fodder_price,ALL,16.807085159156184
2025-09-13,fodder_price,ALL,16.96131433791518
2025-09-14,fodder_price,ALL,16.64153772556073
2025-09-15,fodder_price,ALL,16.66648949832224
2025-09-16,fodder_price,ALL,16.67454408791236
2025-09-17,fodder_price,ALL,16.741653977265944
2025-09-18,fodder_price,ALL,16.566822015555463
2025-09-19,fodder_price,ALL,16.398687280824625
2025-09-20,fodder_price,ALL,16.65480406336449
2025-09-21,fodder_price,ALL,16.231402010148464
2025-09-22,fodder_price,ALL,16.116827359842212
2025-09-23,fodder_price,ALL,16.080980859739515
2025-09-24,fodder_price,ALL,16.06324690299668
2025-09-25,fodder_price,ALL,15.980298849914101
2025-09-26,fodder_price,ALL,16.106890469849503
2025-09-27,fodder_price,ALL,16.214897167410115
2025-09-28,fodder_price,ALL,16.22405957587664
2025-09-29,fodder_price,ALL,16.14758104420606
2025-09-30,fodder_price,ALL,16.144051762460883
2025-10-01,fodder_price,ALL,16.193756251790735
2025-10-02,fodder_price,ALL,16.094565074148488
2025-10-03,fodder_price,ALL,16.23267854862254
2025-10-04,fodder_price,ALL,16.44575790375844
2025-10-05,fodder_price,ALL,16.735377061864664
2025-10-06,fodder_price,ALL,17.006086688802796
2025-10-07,fodder_price,ALL,16.968741776273617
2025-10-08,fodder_price,ALL,17.010827595751074
2025-10-09,fodder_price,ALL,17.0007026322851
2025-10-10,fodder_price,ALL,16.99013901628373
2025-10-11,fodder_price,ALL,16.968527756571696
2025-10-12,fodder_price,ALL,16.990240203918752
2025-10-13,fodder_price,ALL,17.22019075623887
2025-10-14,fodder_price,ALL,17.291518555857742
2025-10-15,fodder_price,ALL,17.098532573087184
2025-10-16,fodder_price,ALL,17.285814025304486
2025-10-17,fodder_price,ALL,17.338187496701504
2025-10-18,fodder_price,ALL,17.43976175438636
2025-10-19,fodder_price,ALL,17.50305116755091
2025-10-20,fodder_price,ALL,17.573441570447837
2025-10-21,fodder_price,ALL,17.65089217158819
2025-10-22,fodder_price,ALL,17.34765091482345
2025-10-23,fodder_price,ALL,17.446653177235007
2025-10-24,fodder_price,ALL,17.3295417461521
2025-10-25,fodder_price,ALL,17.255825487545977
2025-10-26,fodder_price,ALL,17.270363404223314
2025-10-27,fodder_price,ALL,17.575993527868597
2025-10-28,fodder_price,ALL,17.40405174078688
2025-10-29,fodder_price,ALL,17.409560773456924
2025-10-30,fodder_price,ALL,17.375319785146438
2025-10-31,fodder_price,ALL,17.554197785737244
2025-11-01,fodder_price,ALL,17.512210595175937
2025-11-02,fodder_price,ALL,17.562128346585528
2025-11-03,fodder_price,ALL,17.39093757849333
2025-11-04,fodder_price,ALL,17.60196108569592
2025-11-05,fodder_price,ALL,17.354890287314564
2025-11-06,fodder_price,ALL,17.451199046654157
2025-11-07,fodder_price,ALL,17.50348177450452
2025-11-08,fodder_price,ALL,17.580801700321558
2025-11-09,fodder_price,ALL,17.336417228658792
2025-11-10,fodder_price,ALL,17.295217327380936
2025-11-11,fodder_price,ALL,17.46601299052887
2025-11-12,fodder_price,ALL,17.79967934054636
2025-11-13,fodder_price,ALL,17.783933601042
2025-11-14,fodder_price,ALL,17.926283045942323
2025-11-15,fodder_price,ALL,17.951294938847553
2025-11-16,fodder_price,ALL,17.941598163785937
2025-11-17,fodder_price,ALL,17.86816104865976
2025-11-18,fodder_price,ALL,17.871336620102557
2025-11-19,fodder_price,ALL,17.9945241512969
2025-11-20,fodder_price,ALL,18.13075833772433
2025-11-21,fodder_price,ALL,17.905876815325776
2025-11-22,fodder_price,ALL,17.817625225143015
2025-11-23,fodder_price,ALL,17.63316485291462
2025-11-24,fodder_price,ALL,17.649892753214683
2025-11-25,fodder_price,ALL,17.596265143975085
2025-11-26,fodder_price,ALL,17.665517406110272
2025-11-27,fodder_price,ALL,17.74597618030723
2025-11-28,fodder_price,ALL,17.371625055181145
2025-11-29,fodder_price,ALL,16.991754742469418
2025-11-30,fodder_price,ALL,17.011085712619646
2025-12-01,fodder_price,ALL,17.244638189057053
2025-12-02,fodder_price,ALL,17.16968043134447
2025-12-03,fodder_price,ALL,17.091261647999204
2025-12-04,fodder_price,ALL,17.28694095209216
2025-12-05,fodder_price,ALL,17.446224288113967
2025-12-06,fodder_price,ALL,17.28543727526814
2025-12-07,fodder_price,ALL,17.42547047192965
2025-12-08,fodder_price,ALL,17.29974284004608
2025-12-09,fodder_price,ALL,17.21696871940261
2025-12-10,fodder_price,ALL,17.060616814882305
2025-12-11,fodder_price,ALL,16.85588848338655
2025-12-12,fodder_price,ALL,16.89850730954214
2025-12-13,fodder_price,ALL,16.672620345357632
2025-12-14,fodder_price,ALL,16.72613957296819
2025-12-15,fodder_price,ALL,16.772919405918703
2025-12-16,fodder_price,ALL,16.769797699015168
2025-12-17,fodder_price,ALL,16.712236939074415
2025-12-18,fodder_price,ALL,14.46872686231655
2025-12-19,fodder_price,ALL,14.799474997316997
2025-12-20,fodder_price,ALL,14.828046071603953
2025-12-21,fodder_price,ALL,14.850212472532458
2025-12-22,fodder_price,ALL,14.74889018547242
2025-12-23,fodder_price,ALL,15.051334757356424
2025-12-24,fodder_price,ALL,15.004722746896533
2025-12-25,fodder_price,ALL,15.1085037384309
2025-12-26,fodder_price,ALL,15.244200664972988
2025-12-27,fodder_price,ALL,15.319187882283728
2025-12-28,fodder_price,ALL,15.12114438587426
2025-12-29,fodder_price,ALL,15.296305577147395
2025-12-30,fodder_price,ALL,15.243083463666338
2025-12-31,fodder_price,ALL,15.441309599917824
2026-01-01,fodder_price,ALL,15.374393519324093
2026-01-02,fodder_price,ALL,15.41483153161838
2026-01-03,fodder_price,ALL,15.555555098944128
2026-01-04,fodder_price,ALL,15.82799679639173
2026-01-05,fodder_price,ALL,15.981974712344167
2026-01-06,fodder_price,ALL,16.115874121299655
2026-01-07,fodder_price,ALL,16.279686807108384
2026-01-08,fodder_price,ALL,16.171065169043707
2026-01-09,fodder_price,ALL,16.35888349494779
2026-01-10,fodder_price,ALL,16.342804435985123
